"QLogin_1","Item","Segmented","lines","response_num","response","J1_Rating","J2_Rating","J3_Rating","J4_Rating"
"9stodL1U","brick","unsegmented",15,4,"doorstop",1,2,1,1
"BETA8TpC","brick","segmented",15,6,"doorstop",1,2,1,1
"gIk5xOKf","brick","segmented",15,4,"doorstop",1,2,1,1
"XOCpce4N","brick","unsegmented",15,3,"doorstop",1,2,1,1
"978s3cff","brick","unsegmented",15,5,"Doorstop",1,2,1,1
"PfZkRQMq","brick","unsegmented",10,5,"draw a tic tac toe board on it",4,4,3,4
"365hZA15","brick","unsegmented",15,5,"Draw on it",3,4,3,2
"qW1EAxi7","brick","segmented",5,2,"Drive a nail",2,3,2,3
"30Z2IWHA","brick","unsegmented",15,6,"driveway",2,1,1,2
"QEGddD5m","brick","segmented",10,5,"driveway",2,1,1,2
"63a1Gxgq","brick","segmented",15,9,"dumbbell",3,3,2,3
"b180td4X","brick","segmented",10,1,"Edge a garden.",2,1,1,2
"unRY054i","brick","segmented",15,3,"edging for flower bed",2,1,1,2
"UXkwHd2D","brick","unsegmented",10,4,"engrave with name",4,4,4,3
"78E0pqW2","brick","unsegmented",5,3,"fake book",5,4,5,4
"GFR0BPPd","brick","unsegmented",5,6,"fence",2,1,1,2
"M647My8g","brick","unsegmented",10,8,"fence",2,1,1,2
"zvXd0H7K","brick","segmented",15,4,"fightomg",NA,3,1,1
"gjA0Fn4P","brick","segmented",10,9,"filling a hole ",2,4,2,1
"Uwnf4T1Z","brick","segmented",5,8,"fire",2,3,1,1
"8rKs8DW2","brick","unsegmented",10,2,"fire pit",2,1,1,2
"900RaAbM","brick","segmented",5,2,"fire pit",2,1,1,2
"QEGddD5m","brick","segmented",10,3,"fire pit",2,1,1,2
"8rKs8DW2","brick","unsegmented",10,3,"fire place",2,1,1,2
"DXQb2R2M","brick","unsegmented",5,8,"firehouse",2,1,1,2
"9Xxv7HVW","brick","unsegmented",5,10,"Fireplace",2,1,1,2
"737W95CH","brick","unsegmented",10,8,"fireplace",2,1,1,2
"aCvQh67K","brick","segmented",5,1,"fireplace",2,1,1,2
"aiu7Y4jY","brick","segmented",5,3,"fireplace",2,1,1,2
"0n661va4","brick","segmented",15,4,"Fireplace",2,1,1,2
"16scmgQe","brick","segmented",10,5,"fireplace hearth",2,1,1,2
"619m9P17","brick","unsegmented",5,3,"fireplace.",2,1,1,2
"XsiaT39r","brick","segmented",10,7,"fix a table on uneven ground",3,3,2,2
"xreh095d","brick","unsegmented",15,6,"fix anything really",2,2,2,1
"xreh095d","brick","unsegmented",15,5,"fix computers",1,4,3,2
"Ct2dB902","brick","unsegmented",10,5,"FLOWER ARRANGEMENT",3,3,4,2
"7iC45VYt","brick","unsegmented",5,7,"flower beds",2,2,1,2
"Ct2dB902","brick","unsegmented",10,1,"FLOWER GARDEN",2,2,1,2
"dCKR8659","brick","segmented",10,5,"flower pot base",2,2,2,2
"63a1Gxgq","brick","segmented",15,3,"foot stool",1,3,2,2
"z75ZpTqa","brick","unsegmented",15,5,"for a fire pit.",2,1,1,2
"tm3N4Hhj","brick","segmented",15,5,"for home decorative accents",2,4,1,2
"tm3N4Hhj","brick","segmented",15,4,"for landscaping",2,2,1,1
"M647My8g","brick","unsegmented",10,9,"foundation",2,1,1,1
"16lsiLpf","brick","unsegmented",15,5,"foundation for sculpture",3,1,1,2
"0n661va4","brick","segmented",15,6,"Foundations",2,1,1,1
"N3nR96o7","brick","segmented",10,2,"Frame a flower bed",2,2,1,2
"P07U97OU","brick","segmented",15,2,"friend",4,4,2,4
"aiu7Y4jY","brick","segmented",5,1,"garden",2,2,1,2
"M647My8g","brick","unsegmented",10,1,"garden",2,2,1,2
"XOCpce4N","brick","unsegmented",15,5,"garden border",2,2,1,2
"yI7c2ST0","brick","unsegmented",5,4,"garden border",2,2,1,2
"68tvdfYb","brick","segmented",5,3,"garden edge",2,2,1,2
"16scmgQe","brick","segmented",10,3,"garden edging",2,2,1,2
"h9jx69Z9","brick","unsegmented",10,8,"garden paver",2,2,1,2
"6B7M68Fb","brick","segmented",10,8,"gardening",2,2,1,1
"YLoXKL0w","brick","unsegmented",15,7,"give somebody a headache",4,3,1,3
"gjA0Fn4P","brick","segmented",10,14,"giving as a gift if its special in some way ",5,3,4,3
"gIk5xOKf","brick","segmented",15,3,"gold",1,1,3,1
"qw8bWgR1","brick","unsegmented",5,4,"good posture",1,4,3,3
"o94ebF7p","brick","unsegmented",10,3,"Grave Marker for a poor person",4,4,3,5
"UXkwHd2D","brick","unsegmented",10,3,"grind and make it as a color",4,4,3,2
"an58NLsL","brick","unsegmented",15,10,"grind into dust",5,4,2,1
"a86AOJNG","brick","unsegmented",5,2,"grind into powder",5,4,2,1
"978s3cff","brick","unsegmented",15,2,"Ground up, used to make into paint or dye",4,3,3,2
"365hZA15","brick","unsegmented",15,6,"Hammer",1,3,2,2
"3N0X21zt","brick","unsegmented",15,11,"hammer",1,3,2,2
"UXkwHd2D","brick","unsegmented",10,7,"hammer",1,3,2,2
"737W95CH","brick","unsegmented",10,9,"hammer",1,3,2,2
"RFtct4QX","brick","segmented",15,10,"hammer",1,3,2,2
"v778GDsH","brick","unsegmented",5,7,"hammer",1,3,2,2
"2RpEH99c","brick","segmented",5,1,"Hammer",1,3,2,2
"KjWbuB23","brick","segmented",5,1,"Hammer",1,3,2,2
"7mMz4Cl3","brick","segmented",15,1,"hammer a nail ",1,3,2,2
"XsiaT39r","brick","segmented",10,4,"have for self defense to hit an intruder",3,3,1,3
"2E2qy4K0","brick","unsegmented",10,10,"heat up and use for cooking",2,5,2,3
"16lsiLpf","brick","unsegmented",15,7,"heated to be used as cooking apparatus",2,5,2,3
"gjA0Fn4P","brick","segmented",10,10,"heating and cooking food on ",2,5,2,3
"IBAxPrqG","brick","segmented",15,7,"heating block",2,5,2,2
"h9jx69Z9","brick","unsegmented",10,3,"heating element",2,5,2,2
"7Alo1fos","brick","unsegmented",15,3,"Help keep a bucket from tipping over",3,3,1,3
"o94ebF7p","brick","unsegmented",10,9,"hide a key",4,5,2,3
"KEVF844q","brick","unsegmented",15,5,"hide somethin",4,5,2,2
"gIk5xOKf","brick","segmented",15,7,"hiding sp",NA,5,2,2
"3aN58Jw7","brick","segmented",15,2,"HIT SOMEONE WITH",2,3,1,2
"1SPiV603","brick","unsegmented",10,2,"hit someone with it",2,3,1,2
"L9otc4KT","brick","unsegmented",10,4,"hit together to use as an instrument.",5,3,4,4
"y42hKMsQ","brick","segmented",10,4,"hitting someone with it",2,3,1,2
"3N0X21zt","brick","unsegmented",15,12,"hold a book open while i read (like for recipes)",4,4,3,4
"365hZA15","brick","unsegmented",15,2,"Hold a door open",1,2,1,1
"XsiaT39r","brick","segmented",10,9,"hold a door open",1,2,1,1
"XwHlC4TU","brick","unsegmented",5,4,"hold a door open or shut",1,2,1,1
"9stodL1U","brick","unsegmented",15,2,"hold a water hose in place",3,3,3,2
"21tqVp1y","brick","segmented",5,5,"hold balloons",1,3,1,2
"5T96gwt6","brick","unsegmented",10,4,"hold down a tarp",1,3,1,2
"I9fd07YI","brick","segmented",5,2,"hold down a tarp",1,3,1,2
"qXloCqw4","brick","unsegmented",5,1,"hold down a tarp",1,3,1,2
"rpI017nK","brick","segmented",10,4,"Hold down a tarp",1,3,1,2
"IcVu0w8g","brick","unsegmented",15,2,"hold down cover over car",1,3,1,3
"aCvQh67K","brick","segmented",5,3,"hold down paper",1,3,1,2
"eKeAvV0P","brick","segmented",10,9,"hold down paper on a desk",1,3,1,2
"IcVu0w8g","brick","unsegmented",15,3,"hold down picnic table cloth",1,3,1,3
"an58NLsL","brick","unsegmented",15,3,"hold down some papers",1,3,1,2
"mv2wBo0e","brick","unsegmented",10,3,"Hold open a door",1,2,1,1
"21tqVp1y","brick","segmented",5,3,"hold open a door",1,2,1,1
"eKeAvV0P","brick","segmented",10,6,"hold open a door",1,2,1,1
"eKeAvV0P","brick","segmented",10,10,"hold open a gate",1,2,1,2
"8xBSw388","brick","unsegmented",5,3,"hold papers down on a windy day",1,3,1,3
"Cg25X24o","brick","unsegmented",10,3,"hold row books",1,4,1,2
"IcVu0w8g","brick","unsegmented",15,4,"hold the door open, door stop",1,2,1,1
"IcVu0w8g","brick","unsegmented",15,5,"hold the window open",1,2,1,1
"9stodL1U","brick","unsegmented",15,5,"hollow out & use to plant small airplants",4,4,5,3
"EoD82940","brick","unsegmented",5,8,"hotel",2,1,1,2
"6B7M68Fb","brick","segmented",10,2,"house",2,1,1,1
"AGYRgU1p","brick","unsegmented",10,2,"house",2,1,1,1
"aiu7Y4jY","brick","segmented",5,2,"house",2,1,1,1
"DXQb2R2M","brick","unsegmented",5,6,"house",2,1,1,1
"EoD82940","brick","unsegmented",5,1,"house",2,1,1,1
"IBAxPrqG","brick","segmented",15,1,"house",2,1,1,1
"JqylEalT","brick","segmented",5,3,"house",2,1,1,1
"M647My8g","brick","unsegmented",10,2,"house",2,1,1,1
"QEGddD5m","brick","segmented",10,2,"house",2,1,1,1
"fZ6O1FFo","brick","unsegmented",10,2,"House",2,1,1,1
"0n661va4","brick","segmented",15,5,"House finishes",2,1,1,1
"7wM6Howz","brick","unsegmented",5,1,"houses",2,1,1,1
"PgcPST7J","brick","unsegmented",5,1,"houses",2,1,1,1
"yI7c2ST0","brick","unsegmented",5,7,"housing material",2,1,1,1
"YLoXKL0w","brick","unsegmented",15,3,"hurt somebody",2,3,1,2
"3N0X21zt","brick","unsegmented",15,13,"if there's a bunch bricks i could enclose a fire for a bonfire area",2,1,1,2
"16lsiLpf","brick","unsegmented",15,10,"imprinted hands/q as keepsake",4,4,4,4
"16scmgQe","brick","segmented",10,1,"in a building",2,1,1,1
"99LrpkPZ","brick","segmented",10,10,"in a fishtank as decoration",3,5,3,3
"63a1Gxgq","brick","segmented",15,4,"iron",3,5,3,2
"gf1ZRJqF","brick","segmented",15,4,"ISOLATING",NA,NA,2,1
"oP2kzb61","brick","unsegmented",15,4,"it can be used as a weapon",2,3,1,2
"oP2kzb61","brick","unsegmented",15,2,"It can be used as a weight",1,3,1,1
"oP2kzb61","brick","unsegmented",15,5,"it can be used as an anchor",1,4,1,2
"oP2kzb61","brick","unsegmented",15,3,"It is a foundation",2,2,1,1
"Uwnf4T1Z","brick","segmented",5,3,"karate chop",5,5,3,2
"8xBSw388","brick","unsegmented",5,2,"keep a door open",1,2,1,1
"an58NLsL","brick","unsegmented",15,1,"keep a door open",1,2,1,1
"a1sXl67O","brick","segmented",15,9,"keep car from rolling",1,4,2,2
"IcVu0w8g","brick","unsegmented",15,6,"keep furniture leg balanced",1,3,2,2
"o94ebF7p","brick","unsegmented",10,8,"Keep party balloons anchored",1,3,1,2
"Qb709hFR","brick","unsegmented",15,7,"Keep plants off floor",2,3,1,3
"BETA8TpC","brick","segmented",15,5,"keep your bbq warm",2,5,3,2
"8rKs8DW2","brick","unsegmented",10,5,"keeping a car from rolling",1,4,2,2
"y42hKMsQ","brick","segmented",10,10,"keeping it as a pet",4,4,2,3
"h9jx69Z9","brick","unsegmented",10,7,"key hider",4,5,2,3
"Au6dHbiR","brick","unsegmented",5,3,"kill a bug",2,4,1,2
"L9otc4KT","brick","unsegmented",10,1,"Kill a bug",2,4,1,2
"5SRJR5D5","brick","segmented",10,3,"Kill a Bug",2,4,1,2
"5SRJR5D5","brick","segmented",10,4,"Kill a Person",2,3,1,2
"74I0f64D","brick","unsegmented",10,3,"Kill an enemy in cold blood.",3,3,1,3
"YLoXKL0w","brick","unsegmented",15,6,"kill somebody",2,3,1,2
"3N0X21zt","brick","unsegmented",15,1,"Kill someone",2,3,1,2
"v778GDsH","brick","unsegmented",5,5,"knife sharpener",2,5,3,3
"UXkwHd2D","brick","unsegmented",10,6,"knife sharpner",3,5,3,3
"7mMz4Cl3","brick","segmented",15,8,"knock a guy out",2,3,1,2
"KEVF844q","brick","unsegmented",15,4,"knock down things at a distance.",2,3,1,2
"RMR1O96P","brick","unsegmented",5,1,"laid to make a house",2,2,1,1
"0TWiZolg","brick","segmented",15,4,"landscape ",2,1,1,1
"3aN58Jw7","brick","segmented",15,4,"LANDSCAPE WITH",NA,1,1,1
"URsOk93r","brick","unsegmented",15,7,"landscaping",2,1,1,1
"Yp17d9cU","brick","unsegmented",15,4,"landscaping",2,1,1,1
"84I2QjCD","brick","segmented",15,2,"Landscaping",2,1,1,1
"66jawKKi","brick","segmented",15,4,"lawn decorations",2,4,1,2
"eKeAvV0P","brick","segmented",10,4,"lay a garden path",2,1,1,2
"sSyeENYV","brick","segmented",5,2,"Lay a pathway",2,1,1,1
"mqMj47H6","brick","segmented",10,6,"lay a pattern on their backs for sidewalk",2,1,1,2
"eKeAvV0P","brick","segmented",10,5,"lay a walkway",2,1,1,1
"yE2Emi7f","brick","unsegmented",10,7,"lay for patio pavers",2,1,1,2
"an58NLsL","brick","unsegmented",15,6,"lay on a counter top",2,1,1,1
"yE2Emi7f","brick","unsegmented",10,5,"Lay on ground for walkway",2,1,1,1
"XOCpce4N","brick","unsegmented",15,11,"legs under something",1,1,3,2
"KjWbuB23","brick","segmented",5,12,"Level",2,3,2,1
"2E2qy4K0","brick","unsegmented",10,8,"level a table or chair",2,3,2,2
"fuw6erRl","brick","segmented",10,4,"Level something out",2,3,2,1
"YLoXKL0w","brick","unsegmented",15,10,"lick it",4,3,3,2
"2E2qy4K0","brick","unsegmented",10,5,"lift to build muscle strength",3,3,2,2
"Pw36nZPi","brick","unsegmented",15,8,"lifting weights (dumbell)",3,3,2,2
"XOCpce4N","brick","unsegmented",15,10,"light posts for driveway",2,4,1,2
"737W95CH","brick","unsegmented",10,4,"light weight for exercising",3,3,2,2
"pRF1m4CT","brick","unsegmented",10,2,"line a fireplace",2,2,1,2
"2E2qy4K0","brick","unsegmented",10,4,"line a flower bed",2,2,1,2
"Pw36nZPi","brick","unsegmented",15,4,"line path",2,2,1,1
"lw5q93vT","brick","segmented",15,3,"live action pong",NA,4,4,4
"o94ebF7p","brick","unsegmented",10,7,"low cost exercise weights",3,3,2,2
"TQg98tZ3","brick","segmented",15,5,"make a barrier",2,2,1,1
"rpI017nK","brick","segmented",10,2,"Make a bird bath",2,3,1,2
"qW1EAxi7","brick","segmented",5,3,"Make a border",2,2,1,1
"xreh095d","brick","unsegmented",15,3,"make a bridge",2,1,1,2
"N7D6XM87","brick","unsegmented",5,4,"Make a broken leg on a table level",2,3,2,2
"99ao74dS","brick","segmented",15,1,"make a building ",2,1,1,1
"xreh095d","brick","unsegmented",15,2,"make a car",4,3,1,2
"lw5q93vT","brick","segmented",15,2,"make a coffee table",2,2,1,3
"an58NLsL","brick","unsegmented",15,7,"make a driveway or a walkway",2,1,1,1
"yI7c2ST0","brick","unsegmented",5,6,"make a fire pit",2,1,1,2
"rpI017nK","brick","segmented",10,1,"Make a Flower Bed",2,1,1,2
"rpI017nK","brick","segmented",10,5,"Make a foundation for garbage cans to sit upon",3,2,1,3
"TQg98tZ3","brick","segmented",15,3,"make a garden",2,2,1,2
"l6N0vKle","brick","unsegmented",15,3,"Make a garden",2,2,1,2
"yZL3i8hJ","brick","unsegmented",10,4,"make a garden wall",2,2,1,2
"3N0X21zt","brick","unsegmented",15,2,"make a house",2,1,1,1
"lw5q93vT","brick","segmented",15,1,"make a house",2,1,1,1
"W5edll8z","brick","segmented",10,5,"make a house",2,1,1,1
"8xBSw388","brick","unsegmented",5,6,"make a kids play house",3,1,1,2
"3aN58Jw7","brick","segmented",15,5,"MAKE A MAILBOX POST",3,2,1,2
"3aN58Jw7","brick","segmented",15,3,"MAKE A PATH WITH",2,1,1,1
"z7LH0dDt","brick","unsegmented",10,2,"make a planter box with",2,1,1,2
"qW1EAxi7","brick","segmented",5,4,"Make a play area",2,1,2,2
"4IpDwdI5","brick","segmented",10,7,"make a present",3,3,3,2
"QnU42iu0","brick","segmented",10,3,"Make a road.",2,1,1,1
"5122L8am","brick","unsegmented",5,2,"Make a round wall outside to use as a fire pit",2,1,1,2
"QnU42iu0","brick","segmented",10,7,"Make a sculpture.",2,4,2,2
"yZL3i8hJ","brick","unsegmented",10,6,"make a sideway",2,1,1,1
"mqMj47H6","brick","segmented",10,7,"make a start fi",NA,NA,NA,NA
"oL55Ly8A","brick","segmented",5,3,"make a walk way",2,1,1,1
"I9fd07YI","brick","segmented",5,5,"make a walkway",2,1,1,1
"o7l657o7","brick","unsegmented",5,4,"Make a wall",2,1,1,1
"xreh095d","brick","unsegmented",15,4,"make a well",2,1,1,2
"yI7c2ST0","brick","unsegmented",5,5,"make a well",2,1,1,2
"QnU42iu0","brick","segmented",10,2,"Make a wood stove.",2,3,1,2
"QnU42iu0","brick","segmented",10,5,"Make an outdoor oven.",2,3,1,2
"3rG4FDn6","brick","segmented",15,7,"Make an oven",2,3,1,2
"iBhlq8TG","brick","segmented",5,3,"make bbq grill",2,3,1,2
"6lN1aCrC","brick","unsegmented",10,4,"make driveway",2,1,1,1
"qW1EAxi7","brick","segmented",5,5,"Make stacks to hold objects",3,3,2,2
"Y5x88087","brick","unsegmented",5,8,"make stairs",2,1,1,1
"GFR0BPPd","brick","unsegmented",5,3,"make steps",1,1,1,1
"rpI017nK","brick","segmented",10,3,"Make steps",1,1,1,1
"6lN1aCrC","brick","unsegmented",10,3,"make walk way",2,1,1,1
"Y5x88087","brick","unsegmented",5,3,"making a driveway",2,1,1,1
"tm3N4Hhj","brick","segmented",15,2,"making a pathway",2,1,1,1
"Y5x88087","brick","unsegmented",5,4,"making a well",2,1,1,2
"8nIGic28","brick","unsegmented",5,5,"marker",1,4,2,1
"yI7c2ST0","brick","unsegmented",5,2,"masonry",2,1,2,1
"g4H0570f","brick","unsegmented",5,4,"measuring items",3,4,3,2
"KjWbuB23","brick","segmented",5,14,"Measuring Tool ",3,4,3,2
"v778GDsH","brick","unsegmented",5,6,"meat tenderizer",4,4,2,3
"737W95CH","brick","unsegmented",10,10,"nut cracker",4,5,2,2
"8nIGic28","brick","unsegmented",5,6,"nut crusher",4,5,2,2
"Uwnf4T1Z","brick","segmented",5,6,"old",4,NA,1,1
"30Z2IWHA","brick","unsegmented",15,2,"Outdoor Fireplace",NA,1,1,2
"gf1ZRJqF","brick","segmented",15,2,"OVEN",2,3,1,1
"RMR1O96P","brick","unsegmented",5,3,"oven",2,3,1,1
"5122L8am","brick","unsegmented",5,6,"Paint and make into characters.",4,4,3,3
"63a1Gxgq","brick","segmented",15,7,"paint applicator",3,4,3,2
"qiHCOlEv","brick","segmented",10,3,"paint as a craft",3,4,3,2
"yE2Emi7f","brick","unsegmented",10,4,"Paint for art",3,5,2,2
"2E2qy4K0","brick","unsegmented",10,3,"paint it different colors and display as art",4,5,3,3
"8etU6423","brick","unsegmented",15,3,"Paint it to look like Frankenstein",5,5,3,4
"8etU6423","brick","unsegmented",15,1,"Paint it white and make it a snowman",5,5,3,4
"a86AOJNG","brick","unsegmented",5,5,"paper weight",1,3,1,1
"v778GDsH","brick","unsegmented",5,2,"paper weight",1,3,1,1
"aKRPi4oZ","brick","unsegmented",10,5,"PAPER WEIGHT",1,3,1,1
"Ct2dB902","brick","unsegmented",10,4,"PAPER WEIGHT",1,3,1,1
"XwHlC4TU","brick","unsegmented",5,2,"PAPER WEIGHT",1,3,1,1
"0TWiZolg","brick","segmented",15,1,"paper weight",1,3,1,1
"16lsiLpf","brick","unsegmented",15,2,"paper weight",1,3,1,1
"16scmgQe","brick","segmented",10,2,"paper weight",1,3,1,1
"2Dh2v55u","brick","segmented",15,1,"paper weight",1,3,1,1
"4IpDwdI5","brick","segmented",10,2,"paper weight",1,3,1,1
"63a1Gxgq","brick","segmented",15,5,"paper weight",1,3,1,1
"6B7M68Fb","brick","segmented",10,6,"paper weight",1,3,1,1
"78E0pqW2","brick","unsegmented",5,9,"paper weight",1,3,1,1
"7mMz4Cl3","brick","segmented",15,6,"paper weight",1,3,1,1
"8nIGic28","brick","unsegmented",5,1,"paper weight",1,3,1,1
"99LrpkPZ","brick","segmented",10,3,"paper weight",1,3,1,1
"9DATQk19","brick","unsegmented",5,1,"paper weight",1,3,1,1
"AW7FwnXu","brick","segmented",10,1,"paper weight",1,3,1,1
"dCKR8659","brick","segmented",10,3,"paper weight",1,3,1,1
"gjA0Fn4P","brick","segmented",10,3,"paper weight",1,3,1,1
"h9jx69Z9","brick","unsegmented",10,1,"paper weight",1,3,1,1
"IcVu0w8g","brick","unsegmented",15,1,"paper weight",1,3,1,1
"IRO67sd7","brick","segmented",10,1,"paper weight",1,3,1,1
"M647My8g","brick","unsegmented",10,4,"paper weight",1,3,1,1
"mqMj47H6","brick","segmented",10,4,"paper weight",1,3,1,1
"ns93rRC6","brick","segmented",10,1,"paper weight",1,3,1,1
"o94ebF7p","brick","unsegmented",10,5,"paper weight",1,3,1,1
"Pw36nZPi","brick","unsegmented",15,7,"paper weight",1,3,1,1
"Yn49gHlm","brick","segmented",10,7,"paper weight",1,3,1,1
"Cg25X24o","brick","unsegmented",10,1,"Paper weight",1,3,1,1
"b180td4X","brick","segmented",10,2,"Paper weight.",1,3,1,1
"365hZA15","brick","unsegmented",15,3,"Paperweight",1,3,1,1
"9Xxv7HVW","brick","unsegmented",5,2,"Paperweight",1,3,1,1
"3N0X21zt","brick","unsegmented",15,4,"paperweight",1,3,1,1
"Au6dHbiR","brick","unsegmented",5,2,"paperweight",1,3,1,1
"68tvdfYb","brick","segmented",5,2,"paperweight",1,3,1,1
"7Alo1fos","brick","unsegmented",15,7,"paperweight",1,3,1,1
"9stodL1U","brick","unsegmented",15,1,"paperweight",1,3,1,1
"a1sXl67O","brick","segmented",15,7,"paperweight",1,3,1,1
"gIk5xOKf","brick","segmented",15,5,"paperweight",1,3,1,1
"hy14tJ32","brick","segmented",10,3,"paperweight",1,3,1,1
"xt183kcM","brick","segmented",15,1,"paperweight",1,3,1,1
"y42hKMsQ","brick","segmented",10,3,"paperweight",1,3,1,1
"Qb709hFR","brick","unsegmented",15,5,"Paperweight",1,3,1,1
"21tqVp1y","brick","segmented",5,4,"paperweight ",1,3,1,1
"unRY054i","brick","segmented",15,7,"pathway",2,1,1,1
"9Xxv7HVW","brick","unsegmented",5,5,"Patio",2,1,1,2
"16scmgQe","brick","segmented",10,4,"patio",2,1,1,2
"PET0fcnM","brick","unsegmented",5,4,"patio",2,1,1,2
"30Z2IWHA","brick","unsegmented",15,1,"Patio wall,",2,1,1,2
"pRF1m4CT","brick","unsegmented",10,6,"pave a road",2,1,1,1
"dJl6KX4C","brick","unsegmented",15,6,"pave a road",2,1,1,1
"qiHCOlEv","brick","segmented",10,4,"pave a road with it",2,1,1,1
"l6N0vKle","brick","unsegmented",15,4,"Pave the road",2,1,1,1
"l6N0vKle","brick","unsegmented",15,5,"Pave the sidewalk",2,1,1,1
"Qb709hFR","brick","unsegmented",15,2,"Pave walkway",2,1,1,1
"BETA8TpC","brick","segmented",15,2,"pave your road if muddy",4,1,1,2
"0TWiZolg","brick","segmented",15,5,"pavement",2,1,1,1
"IBAxPrqG","brick","segmented",15,3,"pavement",2,1,1,1
"Yp17d9cU","brick","unsegmented",15,2,"Paving",2,1,1,1
"y42hKMsQ","brick","segmented",10,8,"paving a road",2,1,1,1
"KEVF844q","brick","unsegmented",15,3,"paving roads",2,1,1,1
"XwHlC4TU","brick","unsegmented",5,3,"pencil or pen holder",4,4,3,2
"365hZA15","brick","unsegmented",15,9,"Pet brick",4,4,2,3
"63a1Gxgq","brick","segmented",15,1,"pillow",3,4,3,3
"78E0pqW2","brick","unsegmented",5,6,"pillow",3,4,3,3
"DXQb2R2M","brick","unsegmented",5,7,"pixies",5,NA,2,1
"H0S1Pt9i","brick","segmented",5,3,"Place in the back of a toilet to reduce water usage",5,5,4,3
"W5edll8z","brick","segmented",10,7,"placing it arounds trees",3,2,1,2
"unRY054i","brick","segmented",15,5,"plant stand",2,3,2,2
"6B7M68Fb","brick","segmented",10,7,"planter",2,3,1,2
"M647My8g","brick","unsegmented",10,5,"planter",2,3,1,2
"xt183kcM","brick","segmented",15,3,"planter (if it's a mason (?) brick... the ones with holes in them)",3,3,1,2
"900RaAbM","brick","segmented",5,4,"planter border",2,3,1,2
"9Xxv7HVW","brick","unsegmented",5,4,"Planter box",2,3,1,2
"63a1Gxgq","brick","segmented",15,10,"plate",2,4,3,2
"AW7FwnXu","brick","segmented",10,2,"platform for something to raise something off the ground",2,4,1,1
"an58NLsL","brick","unsegmented",15,11,"play catch",3,4,3,2
"2E2qy4K0","brick","unsegmented",10,6,"play catch with to build muscle strength",3,4,3,3
"qW1EAxi7","brick","segmented",5,6,"Play with like blocks",4,4,2,2
"6B7M68Fb","brick","segmented",10,12,"playground",2,3,1,2
"6B7M68Fb","brick","segmented",10,5,"porch",2,2,1,2
"7Alo1fos","brick","unsegmented",15,5,"practice throwing objects, gaining muscle",3,3,3,3
"7Alo1fos","brick","unsegmented",15,2,"Prevent a car from rolling backwards",1,4,2,2
"KjWbuB23","brick","segmented",5,2,"Projectile",4,4,1,1
"9stodL1U","brick","unsegmented",15,7,"prop",1,2,1,1
"Lim9214A","brick","unsegmented",15,3,"prop doors open",1,2,1,1
"9DATQk19","brick","unsegmented",5,2,"prop open a door",1,2,1,1
"PfZkRQMq","brick","unsegmented",10,6,"prop open a door",1,2,1,1
"4IpDwdI5","brick","segmented",10,4,"prop open a window",1,2,1,1
"99LrpkPZ","brick","segmented",10,5,"prop something up for a photo",3,3,1,2
"3rG4FDn6","brick","segmented",15,4,"Prop up a car",1,3,1,2
"hy14tJ32","brick","segmented",10,1,"prop up a chair",1,3,1,2
"Qb709hFR","brick","unsegmented",15,6,"Prop up leaning object",1,3,1,1
"g4H0570f","brick","unsegmented",5,2,"propping up table",1,3,1,2
"fZ6O1FFo","brick","unsegmented",10,3,"Protect",1,3,1,1
"zvXd0H7K","brick","segmented",15,8,"protection",1,4,1,2
"YYqZo504","brick","segmented",5,5,"put a car on",NA,4,1,2
"L9otc4KT","brick","unsegmented",10,5,"Put at the bottom of a big flower pot to take up space so use less dirt.",3,4,3,3
"XsiaT39r","brick","segmented",10,10,"put behind a wheel to keep a car from rolling",1,4,2,2
"3dysp210","brick","unsegmented",5,5,"put behind the tire of your car on a hill",1,2,2,2
"Qb709hFR","brick","unsegmented",15,4,"Put between boards to make shelving",2,2,3,2
"3N0X21zt","brick","unsegmented",15,14,"put in a garden to keep dirt in",2,2,1,2
"XsiaT39r","brick","segmented",10,5,"put in a planter pot to take up less dirt",2,4,3,2
"9DATQk19","brick","unsegmented",5,5,"put in driveway to ma",NA,1,1,1
"5T96gwt6","brick","unsegmented",10,5,"put in the back of the truck for weight when there is snow on the ground",4,4,3,3
"YkV9xA5d","brick","segmented",15,1,"put it in toilet tank to save on water",5,5,4,3
"6kTekgee","brick","segmented",5,6,"put on your trunk to keep from opening",3,4,3,3
"gjA0Fn4P","brick","segmented",10,12,"putting a hole in a wall",2,3,2,2
"gjA0Fn4P","brick","segmented",10,11,"putting in front of a tire to stop a car from rolling",1,4,2,2
"gjA0Fn4P","brick","segmented",10,13,"putting under a chair leg so that the chair stands up right ",2,3,2,2
"gjA0Fn4P","brick","segmented",10,8,"putting under wood to create a bicycle ramp",5,4,4,4
"iBhlq8TG","brick","segmented",5,2,"repair wall",2,3,3,1
"P07U97OU","brick","segmented",15,10,"road",2,1,1,1
"QEGddD5m","brick","segmented",10,4,"road",2,1,1,1
"0n661va4","brick","segmented",15,2,"Roads",2,1,1,1
"noV1USM9","brick","segmented",5,3,"roads",2,1,1,1
"63a1Gxgq","brick","segmented",15,6,"sander",4,2,2,1
"Uwnf4T1Z","brick","segmented",5,5,"santa",4,NA,2,1
"DXQb2R2M","brick","unsegmented",5,5,"school",2,1,1,1
"Uwnf4T1Z","brick","segmented",5,7,"schools",2,1,1,1
